position	read_id	orientation	next_read_id	next_orientation	overlap_len	shift	identity	mapq
605	SRR27862880.36501_m1	+1	SRR27862880.190001_m1	-1	145	6	1.00000000	0
606	SRR27862880.190001_m1	-1	SRR27862880.28001_m2	+1	121	30	1.00000000	0
607	SRR27862880.28001_m2	+1	SRR27862880.39501_m1	-1	145	6	1.00000000	0
608	SRR27862880.39501_m1	-1	SRR27862880.7001_m1	-1	147	3	1.00000000	0
609	SRR27862880.7001_m1	-1	SRR27862880.44501_m2	-1	122	29	1.00000000	0
610	SRR27862880.44501_m2	-1	SRR27862880.177001_m2	+1	144	7	1.00000000	0
611	SRR27862880.177001_m2	+1	SRR27862880.95001_m2	+1	147	2	1.00000000	0
612	SRR27862880.95001_m2	+1	SRR27862880.63001_m2	-1	147	4	1.00000000	0
613	SRR27862880.63001_m2	-1	SRR27862880.167001_m1	+1	148	3	1.00000000	0
614	SRR27862880.167001_m1	+1	SRR27862880.226501_m1	-1	148	3	1.00000000	0
615	SRR27862880.226501_m1	-1	SRR27862880.58001_m2	+1	129	21	1.00000000	0
616	SRR27862880.58001_m2	+1	SRR27862880.147501_m2	-1	149	2	1.00000000	0
617	SRR27862880.147501_m2	-1	SRR27862880.184001_m1	+1	149	1	1.00000000	0
618	SRR27862880.184001_m1	+1	SRR27862880.160001_m2	-1	144	6	1.00000000	0
619	SRR27862880.160001_m2	-1	SRR27862880.133501_m1	-1	140	11	1.00000000	0
620	SRR27862880.133501_m1	-1	SRR27862880.85501_m2	+1	123	26	1.00000000	0
621	SRR27862880.85501_m2	+1	SRR27862880.89001_m1	+1	143	7	1.00000000	0
622	SRR27862880.89001_m1	+1	SRR27862880.92001_m1	-1	138	13	1.00000000	0
623	SRR27862880.92001_m1	-1	SRR27862880.199501_m1	-1	143	7	1.00000000	0
624	SRR27862880.199501_m1	-1	SRR27862880.185001_m2	+1	146	4	1.00000000	0
625	SRR27862880.185001_m2	+1	SRR27862880.2501_m1	+1	144	7	1.00000000	0
626	SRR27862880.2501_m1	+1	SRR27862880.80001_m1	-1	150	1	1.00000000	0
627	SRR27862880.80001_m1	-1	SRR27862880.239501_m1	-1	143	8	1.00000000	0
628	SRR27862880.239501_m1	-1	SRR27862880.8501_m2	+1	142	9	1.00000000	0
629	SRR27862880.8501_m2	+1	SRR27862880.232001_m2	-1	146	4	1.00000000	0
630	SRR27862880.232001_m2	-1	SRR27862880.100501_m2	-1	146	3	1.00000000	0
631	SRR27862880.100501_m2	-1	SRR27862880.28001_m1	-1	147	4	1.00000000	0
632	SRR27862880.28001_m1	-1	SRR27862880.119501_m2	-1	148	2	1.00000000	0
633	SRR27862880.119501_m2	-1	SRR27862880.36501_m2	-1	147	4	1.00000000	0
634	SRR27862880.36501_m2	-1	SRR27862880.225001_m2	+1	141	9	1.00000000	0
635	SRR27862880.225001_m2	+1	SRR27862880.144001_m1	-1	137	13	1.00000000	0
636	SRR27862880.144001_m1	-1	SRR27862880.245001_m1	-1	136	15	1.00000000	0
637	SRR27862880.245001_m1	-1	SRR27862880.197501_m1	+1	125	23	1.00000000	0
638	SRR27862880.197501_m1	+1	SRR27862880.167001_m2	-1	141	6	1.00000000	0
639	SRR27862880.167001_m2	-1	SRR27862880.88001_m2	+1	148	2	1.00000000	0
640	SRR27862880.88001_m2	+1	SRR27862880.49001_m2	+1	144	6	1.00000000	0
641	SRR27862880.49001_m2	+1	SRR27862880.177001_m1	-1	146	4	1.00000000	0
642	SRR27862880.177001_m1	-1	SRR27862880.95001_m1	-1	143	8	1.00000000	0
643	SRR27862880.95001_m1	-1	SRR27862880.129501_m1	+1	150	1	1.00000000	0
644	SRR27862880.129501_m1	+1	SRR27862880.154501_m2	+1	148	3	1.00000000	0
645	SRR27862880.154501_m2	+1	SRR27862880.188501_m2	+1	138	13	1.00000000	0
646	SRR27862880.188501_m2	+1	SRR27862880.156001_m1	+1	140	11	1.00000000	0
647	SRR27862880.156001_m1	+1	SRR27862880.95501_m1	+1	136	15	1.00000000	0
648	SRR27862880.95501_m1	+1	SRR27862880.97501_m1	+1	150	1	1.00000000	0
649	SRR27862880.97501_m1	+1	SRR27862880.135501_m1	+1	146	5	0.99315068	0
650	SRR27862880.135501_m1	+1	SRR27862880.201001_m1	+1	148	3	0.99324324	0
651	SRR27862880.201001_m1	+1	SRR27862880.99001_m1	+1	136	15	1.00000000	0
652	SRR27862880.99001_m1	+1	SRR27862880.238001_m2	-1	140	11	1.00000000	0
653	SRR27862880.238001_m2	-1	SRR27862880.8501_m1	-1	146	4	1.00000000	0
654	SRR27862880.8501_m1	-1	SRR27862880.185001_m1	-1	146	4	1.00000000	0
655	SRR27862880.185001_m1	-1	SRR27862880.140001_m1	+1	135	14	1.00000000	0
656	SRR27862880.140001_m1	+1	SRR27862880.238501_m1	-1	147	3	1.00000000	0
657	SRR27862880.238501_m1	-1	SRR27862880.216501_m2	+1	123	28	1.00000000	0
658	SRR27862880.216501_m2	+1	SRR27862880.64501_m2	-1	142	7	1.00000000	0
659	SRR27862880.64501_m2	-1	SRR27862880.197501_m2	-1	129	22	1.00000000	0
660	SRR27862880.197501_m2	-1	SRR27862880.6501_m1	+1	135	16	1.00000000	0
661	SRR27862880.6501_m1	+1	SRR27862880.88001_m1	-1	142	9	1.00000000	0
662	SRR27862880.88001_m1	-1	SRR27862880.155001_m2	+1	135	15	1.00000000	0
663	SRR27862880.155001_m2	+1	SRR27862880.240501_m1	-1	144	6	1.00000000	0
664	SRR27862880.240501_m1	-1	SRR27862880.222501_m1	+1	142	9	1.00000000	0
665	SRR27862880.222501_m1	+1	SRR27862880.171501_m1	+1	147	4	1.00000000	0
666	SRR27862880.171501_m1	+1	SRR27862880.47501_m1	-1	140	11	1.00000000	0
667	SRR27862880.47501_m1	-1	SRR27862880.59001_m2	+1	125	26	1.00000000	0
668	SRR27862880.59001_m2	+1	SRR27862880.86001_m1	+1	146	5	1.00000000	0
669	SRR27862880.86001_m1	+1	SRR27862880.21001_m1	+1	140	10	1.00000000	0
670	SRR27862880.21001_m1	+1	SRR27862880.221001_m2	+1	143	8	1.00000000	0
671	SRR27862880.221001_m2	+1	SRR27862880.17001_m2	-1	142	8	1.00000000	0
672	SRR27862880.17001_m2	-1	SRR27862880.156001_m2	-1	148	3	1.00000000	0
673	SRR27862880.156001_m2	-1	SRR27862880.196501_m1	-1	142	8	1.00000000	0
674	SRR27862880.196501_m1	-1	SRR27862880.231001_m1	+1	140	11	1.00000000	0
675	SRR27862880.231001_m1	+1	SRR27862880.136501_m1	-1	129	21	1.00000000	0
676	SRR27862880.136501_m1	-1	SRR27862880.99001_m2	-1	131	20	1.00000000	0
677	SRR27862880.99001_m2	-1	SRR27862880.18001_m2	+1	136	14	1.00000000	0
678	SRR27862880.18001_m2	+1	SRR27862880.222501_m2	-1	113	38	1.00000000	0
679	SRR27862880.222501_m2	-1	SRR27862880.28501_m2	-1	140	9	1.00000000	0
680	SRR27862880.28501_m2	-1	SRR27862880.57501_m1	+1	146	5	1.00000000	0
681	SRR27862880.57501_m1	+1	SRR27862880.66001_m2	-1	120	31	1.00000000	0
682	SRR27862880.66001_m2	-1	SRR27862880.31501_m2	+1	133	18	1.00000000	0
683	SRR27862880.31501_m2	+1	SRR27862880.224501_m1	+1	145	4	1.00000000	0
684	SRR27862880.224501_m1	+1	SRR27862880.236001_m1	+1	143	8	1.00000000	0
685	SRR27862880.236001_m1	+1	SRR27862880.247001_m2	+1	136	14	1.00000000	0
686	SRR27862880.247001_m2	+1	SRR27862880.61501_m1	+1	140	8	1.00000000	0
687	SRR27862880.61501_m1	+1	SRR27862880.54501_m2	+1	139	12	1.00000000	0
688	SRR27862880.54501_m2	+1	SRR27862880.57501_m2	-1	126	25	1.00000000	0
689	SRR27862880.57501_m2	-1	SRR27862880.231001_m2	-1	141	9	1.00000000	0
690	SRR27862880.231001_m2	-1	SRR27862880.96001_m1	+1	123	26	1.00000000	0
691	SRR27862880.96001_m1	+1	SRR27862880.94001_m2	+1	139	12	1.00000000	0
692	SRR27862880.94001_m2	+1	SRR27862880.69001_m1	+1	131	20	1.00000000	0
693	SRR27862880.69001_m1	+1	SRR27862880.74001_m2	+1	117	34	1.00000000	0
694	SRR27862880.74001_m2	+1	SRR27862880.26001_m2	+1	99	52	1.00000000	0
695	SRR27862880.26001_m2	+1	SRR27862880.31501_m1	-1	137	12	1.00000000	0
696	SRR27862880.31501_m1	-1	SRR27862880.139501_m2	+1	136	13	1.00000000	0
697	SRR27862880.139501_m2	+1	SRR27862880.61501_m2	-1	147	3	1.00000000	0
698	SRR27862880.61501_m2	-1	SRR27862880.155501_m2	-1	143	7	1.00000000	0
699	SRR27862880.155501_m2	-1	SRR27862880.207001_m2	+1	144	6	1.00000000	0
700	SRR27862880.207001_m2	+1	SRR27862880.30001_m2	+1	146	5	1.00000000	0
701	SRR27862880.30001_m2	+1	SRR27862880.29001_m2	-1	129	22	1.00000000	0
702	SRR27862880.29001_m2	-1	SRR27862880.186001_m2	+1	138	12	1.00000000	0
703	SRR27862880.186001_m2	+1	SRR27862880.188001_m2	+1	115	36	1.00000000	0
704	SRR27862880.188001_m2	+1	SRR27862880.94001_m1	-1	143	6	1.00000000	0
705	SRR27862880.94001_m1	-1	SRR27862880.149501_m2	+1	146	5	1.00000000	0
706	SRR27862880.149501_m2	+1	SRR27862880.241001_m2	+1	146	5	1.00000000	0
707	SRR27862880.241001_m2	+1	SRR27862880.105501_m2	+1	141	10	1.00000000	0
708	SRR27862880.105501_m2	+1	SRR27862880.23501_m1	-1	131	19	1.00000000	0
709	SRR27862880.23501_m1	-1	SRR27862880.219001_m2	+1	146	5	1.00000000	0
710	SRR27862880.219001_m2	+1	SRR27862880.26001_m1	-1	102	47	1.00000000	0
711	SRR27862880.26001_m1	-1	SRR27862880.139501_m1	-1	126	24	1.00000000	0
712	SRR27862880.139501_m1	-1	SRR27862880.123501_m1	-1	138	12	1.00000000	0
713	SRR27862880.123501_m1	-1	SRR27862880.79501_m2	-1	141	8	1.00000000	0
714	SRR27862880.79501_m2	-1	SRR27862880.50501_m2	+1	142	9	1.00000000	0
715	SRR27862880.50501_m2	+1	SRR27862880.118501_m1	-1	137	14	1.00000000	0
716	SRR27862880.118501_m1	-1	SRR27862880.152501_m2	+1	138	13	1.00000000	0
717	SRR27862880.152501_m2	+1	SRR27862880.180001_m2	+1	145	6	1.00000000	0
718	SRR27862880.180001_m2	+1	SRR27862880.86501_m1	-1	128	22	1.00000000	0
719	SRR27862880.86501_m1	-1	SRR27862880.15001_m1	-1	137	13	1.00000000	0
720	SRR27862880.15001_m1	-1	SRR27862880.149501_m1	-1	144	7	1.00000000	0
721	SRR27862880.149501_m1	-1	SRR27862880.188001_m1	-1	138	13	1.00000000	0
722	SRR27862880.188001_m1	-1	SRR27862880.241001_m1	-1	138	13	1.00000000	0
723	SRR27862880.241001_m1	-1	SRR27862880.219001_m1	-1	132	19	0.99242424	0
724	SRR27862880.219001_m1	-1	SRR27862880.71001_m1	+1	139	9	0.99280576	0
725	SRR27862880.71001_m1	+1	SRR27862880.43001_m1	+1	122	29	1.00000000	0
726	SRR27862880.43001_m1	+1	SRR27862880.56501_m1	-1	118	33	1.00000000	0
727	SRR27862880.56501_m1	-1	SRR27862880.172501_m2	-1	136	14	1.00000000	0
728	SRR27862880.172501_m2	-1	SRR27862880.43001_m2	-1	141	10	1.00000000	0
729	SRR27862880.43001_m2	-1	SRR27862880.152501_m1	-1	122	28	1.00000000	0
730	SRR27862880.152501_m1	-1	SRR27862880.50501_m1	-1	147	4	1.00000000	0
731	SRR27862880.50501_m1	-1	SRR27862880.120001_m1	+1	143	8	1.00000000	0
732	SRR27862880.120001_m1	+1	SRR27862880.146001_m2	+1	126	25	1.00000000	0
733	SRR27862880.146001_m2	+1	SRR27862880.173001_m2	+1	123	28	1.00000000	0
734	SRR27862880.173001_m2	+1	SRR27862880.161001_m1	-1	138	13	1.00000000	0
735	SRR27862880.161001_m1	-1	SRR27862880.205001_m2	+1	131	20	1.00000000	0
736	SRR27862880.205001_m2	+1	SRR27862880.230501_m1	+1	140	11	1.00000000	0
737	SRR27862880.230501_m1	+1	SRR27862880.47001_m1	+1	143	8	1.00000000	0
738	SRR27862880.47001_m1	+1	SRR27862880.128501_m1	+1	145	5	1.00000000	0
739	SRR27862880.128501_m1	+1	SRR27862880.31001_m2	+1	122	29	1.00000000	0
740	SRR27862880.31001_m2	+1	SRR27862880.72501_m2	+1	141	9	1.00000000	0
741	SRR27862880.72501_m2	+1	SRR27862880.16001_m2	+1	141	10	1.00000000	0
742	SRR27862880.16001_m2	+1	SRR27862880.105001_m1	-1	141	10	0.99290780	0
743	SRR27862880.105001_m1	-1	SRR27862880.120501_m2	+1	148	3	1.00000000	0
744	SRR27862880.120501_m2	+1	SRR27862880.115001_m2	-1	113	38	1.00000000	0
745	SRR27862880.115001_m2	-1	SRR27862880.84501_m2	-1	146	4	1.00000000	0
746	SRR27862880.84501_m2	-1	SRR27862880.35501_m1	+1	130	21	1.00000000	0
747	SRR27862880.35501_m1	+1	SRR27862880.196001_m1	-1	139	12	1.00000000	0
748	SRR27862880.196001_m1	-1	SRR27862880.124001_m1	+1	125	25	0.99200000	0
749	SRR27862880.124001_m1	+1	SRR27862880.205001_m1	-1	139	12	0.99280576	0
750	SRR27862880.205001_m1	-1	SRR27862880.230501_m2	-1	131	20	1.00000000	0
751	SRR27862880.230501_m2	-1	SRR27862880.206501_m1	+1	141	9	1.00000000	0
752	SRR27862880.206501_m1	+1	SRR27862880.235001_m2	+1	146	5	1.00000000	0
753	SRR27862880.235001_m2	+1	SRR27862880.98501_m2	-1	138	13	1.00000000	0
754	SRR27862880.98501_m2	-1	SRR27862880.250001_m1	-1	138	12	1.00000000	0
755	SRR27862880.250001_m1	-1	SRR27862880.110501_m1	-1	136	15	1.00000000	0
756	SRR27862880.110501_m1	-1	SRR27862880.16001_m1	-1	141	10	1.00000000	0
757	SRR27862880.16001_m1	-1	SRR27862880.32001_m2	-1	140	11	1.00000000	0
758	SRR27862880.32001_m2	-1	SRR27862880.76001_m2	-1	142	8	1.00000000	0
759	SRR27862880.76001_m2	-1	SRR27862880.215001_m2	-1	120	30	1.00000000	0
760	SRR27862880.215001_m2	-1	SRR27862880.51001_m2	-1	140	9	1.00000000	0
761	SRR27862880.51001_m2	-1	SRR27862880.12001_m1	+1	128	22	1.00000000	0
762	SRR27862880.12001_m1	+1	SRR27862880.190501_m1	-1	147	4	1.00000000	0
763	SRR27862880.190501_m1	-1	SRR27862880.35501_m2	-1	142	9	1.00000000	0
764	SRR27862880.35501_m2	-1	SRR27862880.109001_m1	+1	140	11	1.00000000	0
765	SRR27862880.109001_m1	+1	SRR27862880.89501_m1	+1	143	7	1.00000000	0
766	SRR27862880.89501_m1	+1	SRR27862880.68501_m1	-1	102	49	1.00000000	0
767	SRR27862880.68501_m1	-1	SRR27862880.45001_m1	-1	130	21	1.00000000	0
768	SRR27862880.45001_m1	-1	SRR27862880.246001_m1	+1	142	9	1.00000000	0
769	SRR27862880.246001_m1	+1	SRR27862880.200501_m1	+1	128	23	1.00000000	0
770	SRR27862880.200501_m1	+1	SRR27862880.23001_m2	-1	147	4	0.99319728	0
771	SRR27862880.23001_m2	-1	SRR27862880.27501_m1	-1	121	29	0.99173554	0
772	SRR27862880.27501_m1	-1	SRR27862880.50001_m1	-1	136	15	1.00000000	0
773	SRR27862880.50001_m1	-1	SRR27862880.210001_m1	-1	115	34	1.00000000	0
774	SRR27862880.210001_m1	-1	SRR27862880.143001_m1	+1	144	7	1.00000000	0
775	SRR27862880.143001_m1	+1	SRR27862880.12001_m2	-1	141	10	1.00000000	0
776	SRR27862880.12001_m2	-1	SRR27862880.37001_m1	+1	142	8	1.00000000	0
777	SRR27862880.37001_m1	+1	SRR27862880.111001_m2	+1	141	7	1.00000000	0
778	SRR27862880.111001_m2	+1	SRR27862880.175001_m2	-1	121	30	1.00000000	0
779	SRR27862880.175001_m2	-1	SRR27862880.132001_m2	+1	136	15	1.00000000	0
780	SRR27862880.132001_m2	+1	SRR27862880.166001_m1	+1	140	11	1.00000000	0
781	SRR27862880.166001_m1	+1	SRR27862880.146501_m2	+1	131	19	1.00000000	0
782	SRR27862880.146501_m2	+1	SRR27862880.137001_m1	+1	115	34	1.00000000	0
783	SRR27862880.137001_m1	+1	SRR27862880.212501_m1	-1	127	24	1.00000000	0
784	SRR27862880.212501_m1	-1	SRR27862880.20501_m2	+1	136	15	1.00000000	0
785	SRR27862880.20501_m2	+1	SRR27862880.84001_m2	+1	133	17	1.00000000	0
786	SRR27862880.84001_m2	+1	SRR27862880.152001_m2	-1	149	2	1.00000000	0
787	SRR27862880.152001_m2	-1	SRR27862880.4501_m1	+1	142	9	1.00000000	0
788	SRR27862880.4501_m1	+1	SRR27862880.142001_m1	+1	142	9	1.00000000	0
789	SRR27862880.142001_m1	+1	SRR27862880.106001_m1	+1	141	10	1.00000000	0
790	SRR27862880.106001_m1	+1	SRR27862880.234501_m2	+1	137	14	1.00000000	0
791	SRR27862880.234501_m2	+1	SRR27862880.143001_m2	-1	135	14	1.00000000	0
792	SRR27862880.143001_m2	-1	SRR27862880.111001_m1	-1	148	2	1.00000000	0
793	SRR27862880.111001_m1	-1	SRR27862880.247501_m2	+1	146	5	1.00000000	0
794	SRR27862880.247501_m2	+1	SRR27862880.223001_m1	+1	146	5	1.00000000	0
795	SRR27862880.223001_m1	+1	SRR27862880.132001_m1	-1	131	19	1.00000000	0
796	SRR27862880.132001_m1	-1	SRR27862880.229501_m1	+1	138	13	1.00000000	0
797	SRR27862880.229501_m1	+1	SRR27862880.233001_m2	+1	133	18	1.00000000	0
798	SRR27862880.233001_m2	+1	SRR27862880.24501_m2	+1	142	8	1.00000000	0
799	SRR27862880.24501_m2	+1	SRR27862880.106501_m2	+1	135	15	1.00000000	0
800	SRR27862880.106501_m2	+1	SRR27862880.137001_m2	-1	116	34	1.00000000	0
801	SRR27862880.137001_m2	-1	SRR27862880.226001_m2	-1	124	23	1.00000000	0
802	SRR27862880.226001_m2	-1	SRR27862880.203001_m1	+1	133	18	1.00000000	0
803	SRR27862880.203001_m1	+1	SRR27862880.240001_m2	+1	136	15	1.00000000	0
804	SRR27862880.240001_m2	+1	SRR27862880.64001_m1	+1	133	18	1.00000000	0
805	SRR27862880.64001_m1	+1	SRR27862880.162501_m2	-1	143	8	1.00000000	0
806	SRR27862880.162501_m2	-1	SRR27862880.193501_m2	-1	146	3	1.00000000	0
807	SRR27862880.193501_m2	-1	SRR27862880.84001_m1	-1	142	9	1.00000000	0
808	SRR27862880.84001_m1	-1	SRR27862880.241501_m2	-1	143	5	1.00000000	0
809	SRR27862880.241501_m2	-1	SRR27862880.114001_m2	+1	145	4	0.99310345	0
810	SRR27862880.114001_m2	+1	SRR27862880.220001_m1	+1	136	13	1.00000000	0
811	SRR27862880.220001_m1	+1	SRR27862880.100001_m1	+1	138	13	1.00000000	0
