unsupported_read_id	support_status	unsupported_reference_start	neighbor_scope	neighbor_side	neighbor_rank	start_distance_bp	neighbor_id	neighbor_reference_orientation	neighbor_reference_start	neighbor_reference_end	neighbor_identity	neighbor_graph_status	neighbor_removal_reason	graph_edge_flag_to_neighbor	graph_edge_neighbor_to_flag	paf_stage	paf_record_count	paf_max_identity	paf_max_alignment_block	paf_best_alignment_block	paf_best_strand	paf_best_coordinates
SRR27862880.46501_m1	no_in_support	4661	retained_graph	previous	3	23	SRR27862880.129001_m2	+1	4638	4789	1.00000000	retained				below_identity_0.990	1	0.98437500	128	128	-	q:23-151/151;t:22-150/150
SRR27862880.46501_m1	no_in_support	4661	retained_graph	next	1	0	SRR27862880.91001_m1	-1	4661	4811	1.00000000	retained				below_identity_0.990	1	0.98666667	150	150	+	q:0-150/150;t:0-150/150
SRR27862880.46501_m1	no_in_support	4661	retained_graph	next	2	2	SRR27862880.44001_m2	+1	4663	4814	1.00000000	retained				below_identity_0.990	1	0.98648649	148	148	-	q:0-148/151;t:0-148/150
SRR27862880.46501_m1	no_in_support	4661	retained_graph	next	3	3	SRR27862880.210501_m1	-1	4664	4815	1.00000000	retained				below_identity_0.990	1	0.98639456	147	147	+	q:4-151/151;t:0-147/150
SRR27862880.46501_m2	no_out_support	4400	retained_graph	previous	1	8	SRR27862880.62001_m2	-1	4392	4543	0.98013245	retained				below_identity_0.990	1	0.95804196	143	143	-	q:0-143/150;t:0-143/151
SRR27862880.46501_m2	no_out_support	4400	retained_graph	previous	2	11	SRR27862880.7501_m2	-1	4389	4539	1.00000000	retained				below_identity_0.990	1	0.97841727	139	139	-	q:0-139/150;t:0-139/150
SRR27862880.46501_m2	no_out_support	4400	retained_graph	previous	3	17	SRR27862880.93001_m1	+1	4383	4534	1.00000000	retained				below_identity_0.990	1	0.97761194	134	134	+	q:0-134/150;t:17-151/151
SRR27862880.46501_m2	no_out_support	4400	retained_graph	next	1	4	SRR27862880.102001_m2	+1	4404	4554	1.00000000	retained				below_identity_0.990	1	0.97260274	146	146	+	q:0-146/150;t:4-150/150
SRR27862880.46501_m2	no_out_support	4400	retained_graph	next	2	5	SRR27862880.148501_m2	+1	4405	4556	1.00000000	retained				below_identity_0.990	1	0.97241379	145	145	+	q:0-145/151;t:5-150/150
SRR27862880.46501_m2	no_out_support	4400	retained_graph	next	3	24	SRR27862880.222001_m1	-1	4424	4575	1.00000000	retained				below_identity_0.990	1	0.96825397	126	126	-	q:25-151/151;t:24-150/150
SRR27862880.62001_m2	no_in_support	4392	retained_graph	previous	1	3	SRR27862880.7501_m2	-1	4389	4539	1.00000000	retained				below_identity_0.990	1	0.97959184	147	147	+	q:4-151/151;t:0-147/150
SRR27862880.62001_m2	no_in_support	4392	retained_graph	previous	2	9	SRR27862880.93001_m1	+1	4383	4534	1.00000000	retained				below_identity_0.990	1	0.97887324	142	142	-	q:9-151/151;t:9-151/151
SRR27862880.62001_m2	no_in_support	4392	retained_graph	previous	3	17	SRR27862880.163001_m2	+1	4375	4524	1.00000000	retained				below_identity_0.990	1	0.97727273	132	132	-	q:17-149/149;t:19-151/151
SRR27862880.62001_m2	no_in_support	4392	retained_graph	next	1	8	SRR27862880.46501_m2	+1	4400	4550	0.97333333	retained				below_identity_0.990	1	0.95804196	143	143	-	q:0-143/150;t:0-143/151
SRR27862880.62001_m2	no_in_support	4392	retained_graph	next	2	12	SRR27862880.102001_m2	+1	4404	4554	1.00000000	retained				below_identity_0.990	1	0.97841727	139	139	-	q:0-139/150;t:0-139/151
SRR27862880.62001_m2	no_in_support	4392	retained_graph	next	3	13	SRR27862880.148501_m2	+1	4405	4556	1.00000000	retained				below_identity_0.990	1	0.97826087	138	138	-	q:0-138/151;t:0-138/151
SRR27862880.63501_m2	no_out_support	3644	retained_graph	previous	1	2	SRR27862880.240001_m2	+1	3642	3793	1.00000000	retained				below_identity_0.990	1	0.98657718	149	149	+	q:2-151/151;t:0-149/150
SRR27862880.63501_m2	no_out_support	3644	retained_graph	previous	2	15	SRR27862880.163501_m2	+1	3629	3780	1.00000000	retained				below_identity_0.990	1	0.98529412	136	136	+	q:15-151/151;t:0-136/150
SRR27862880.63501_m2	no_out_support	3644	retained_graph	previous	3	17	SRR27862880.203001_m1	+1	3627	3778	1.00000000	retained				below_identity_0.990	1	0.98507463	134	134	+	q:17-151/151;t:0-134/150
SRR27862880.63501_m2	no_out_support	3644	retained_graph	next	1	3	SRR27862880.20501_m1	-1	3647	3798	1.00000000	retained				below_identity_0.990	1	0.98639456	147	147	-	q:4-151/151;t:3-150/150
SRR27862880.63501_m2	no_out_support	3644	retained_graph	next	2	16	SRR27862880.64001_m1	+1	3660	3811	1.00000000	retained				below_identity_0.990	1	0.98507463	134	134	+	q:16-150/150;t:0-134/151
SRR27862880.63501_m2	no_out_support	3644	retained_graph	next	3	21	SRR27862880.112501_m2	-1	3665	3816	1.00000000	retained				below_identity_0.990	1	0.98449612	129	129	-	q:22-151/151;t:21-150/150
SRR27862880.66501_m1	no_in_or_out_support	1234	retained_graph	previous	1	6	SRR27862880.239501_m1	-1	1228	1379	1.00000000	retained				below_identity_0.990	1	0.97241379	145	145	+	q:0-145/151;t:6-151/151
SRR27862880.66501_m1	no_in_or_out_support	1234	retained_graph	previous	2	14	SRR27862880.80001_m1	-1	1220	1371	1.00000000	retained				below_identity_0.990	1	0.97080292	137	137	+	q:14-151/151;t:0-137/151
SRR27862880.66501_m1	no_in_or_out_support	1234	retained_graph	previous	3	15	SRR27862880.2501_m1	+1	1219	1370	1.00000000	retained				below_identity_0.990	1	0.97058824	136	136	-	q:15-151/151;t:15-151/151
SRR27862880.66501_m1	no_in_or_out_support	1234	retained_graph	next	1	3	SRR27862880.8501_m2	+1	1237	1387	1.00000000	retained				below_identity_0.990	1	0.97297297	148	148	-	q:0-148/151;t:0-148/150
SRR27862880.66501_m1	no_in_or_out_support	1234	retained_graph	next	2	7	SRR27862880.232001_m2	-1	1241	1390	1.00000000	retained				below_identity_0.990	1	0.97222222	144	144	+	q:5-149/149;t:0-144/151
SRR27862880.66501_m1	no_in_or_out_support	1234	retained_graph	next	3	10	SRR27862880.100501_m2	-1	1244	1395	1.00000000	retained				below_identity_0.990	1	0.97163121	141	141	+	q:10-151/151;t:0-141/151
SRR27862880.66501_m2	no_in_support	1021	retained_graph	previous	1	0	SRR27862880.36501_m1	+1	1021	1172	1.00000000	retained				below_identity_0.990	1	0.97972973	148	148	+	q:0-148/151;t:0-148/148
SRR27862880.66501_m2	no_in_support	1021	retained_graph	previous	2	2	SRR27862880.199501_m2	+1	1019	1169	1.00000000	retained				below_identity_0.990	1	0.97972973	148	148	+	q:2-150/150;t:0-148/148
SRR27862880.66501_m2	no_in_support	1021	retained_graph	previous	3	7	SRR27862880.14501_m2	+1	1014	1164	1.00000000	retained				below_identity_0.990	1	0.98581560	141	141	+	q:7-148/150;t:0-141/148
SRR27862880.66501_m2	no_in_support	1021	retained_graph	next	1	3	SRR27862880.80001_m2	+1	1024	1175	1.00000000	retained				below_identity_0.990	1	0.97931034	145	145	+	q:3-148/148;t:0-145/151
SRR27862880.66501_m2	no_in_support	1021	retained_graph	next	2	6	SRR27862880.190001_m1	-1	1027	1178	1.00000000	retained				below_identity_0.990	1	0.97887324	142	142	-	q:9-151/151;t:6-148/148
SRR27862880.66501_m2	no_in_support	1021	retained_graph	next	3	12	SRR27862880.203501_m1	-1	1033	1184	1.00000000	retained				below_identity_0.990	1	0.97794118	136	136	-	q:15-151/151;t:12-148/148
