read_id	orientation	ref_start	ref_end	alignment_length	identity	error_rate	mapq
SRR27862880.52501_m1	+1	4195	4345	150	1.00000000	0.00000000	0
SRR27862880.222001_m2	+1	4199	4350	151	1.00000000	0.00000000	0
SRR27862880.232501_m1	-1	4203	4354	151	1.00000000	0.00000000	0
SRR27862880.11501_m1	-1	4213	4364	151	1.00000000	0.00000000	0
SRR27862880.42001_m1	+1	4222	4373	151	1.00000000	0.00000000	0
SRR27862880.157001_m1	-1	4223	4372	149	1.00000000	0.00000000	0
SRR27862880.168501_m2	+1	4225	4376	151	1.00000000	0.00000000	0
SRR27862880.208501_m1	-1	4225	4376	151	1.00000000	0.00000000	0
SRR27862880.187501_m1	-1	4229	4379	150	1.00000000	0.00000000	0
SRR27862880.205501_m1	+1	4232	4383	151	1.00000000	0.00000000	0
SRR27862880.160501_m1	+1	4236	4387	151	1.00000000	0.00000000	0
SRR27862880.29501_m2	-1	4237	4388	151	1.00000000	0.00000000	0
SRR27862880.70001_m2	+1	4244	4395	151	1.00000000	0.00000000	0
SRR27862880.1001_m1	-1	4247	4395	148	1.00000000	0.00000000	0
SRR27862880.82001_m1	-1	4247	4397	150	1.00000000	0.00000000	0
SRR27862880.170501_m1	-1	4257	4408	151	1.00000000	0.00000000	0
SRR27862880.501_m2	+1	4261	4412	151	1.00000000	0.00000000	0
SRR27862880.167501_m1	-1	4264	4414	150	1.00000000	0.00000000	0
SRR27862880.125501_m1	-1	4272	4422	150	0.97333333	0.02666667	0
SRR27862880.164001_m1	-1	4285	4436	151	1.00000000	0.00000000	0
SRR27862880.51501_m2	-1	4291	4441	150	1.00000000	0.00000000	0
SRR27862880.121501_m2	+1	4292	4443	151	1.00000000	0.00000000	0
SRR27862880.179501_m1	-1	4298	4449	151	1.00000000	0.00000000	0
SRR27862880.37501_m2	+1	4306	4455	149	1.00000000	0.00000000	0
SRR27862880.60001_m2	-1	4313	4464	151	1.00000000	0.00000000	0
SRR27862880.65001_m1	+1	4321	4472	151	1.00000000	0.00000000	0
SRR27862880.243001_m2	+1	4325	4475	150	1.00000000	0.00000000	0
SRR27862880.102501_m1	+1	4329	4480	151	1.00000000	0.00000000	0
SRR27862880.93501_m2	+1	4329	4480	151	1.00000000	0.00000000	0
SRR27862880.67501_m2	-1	4334	4485	151	1.00000000	0.00000000	0
SRR27862880.125001_m2	-1	4335	4486	151	0.99337748	0.00662252	0
SRR27862880.224001_m1	+1	4337	4488	151	1.00000000	0.00000000	0
SRR27862880.220501_m2	-1	4343	4493	150	1.00000000	0.00000000	0
SRR27862880.13001_m1	+1	4348	4499	151	1.00000000	0.00000000	0
SRR27862880.214501_m1	-1	4350	4500	150	1.00000000	0.00000000	0
SRR27862880.90501_m1	+1	4358	4508	150	1.00000000	0.00000000	0
SRR27862880.180501_m1	+1	4360	4508	148	1.00000000	0.00000000	0
SRR27862880.156501_m1	+1	4364	4515	151	1.00000000	0.00000000	0
SRR27862880.163001_m2	+1	4375	4524	149	1.00000000	0.00000000	0
SRR27862880.93001_m1	+1	4383	4534	151	1.00000000	0.00000000	0
SRR27862880.7501_m2	-1	4389	4539	150	1.00000000	0.00000000	0
SRR27862880.62001_m2	-1	4392	4543	151	0.98013245	0.01986755	0
SRR27862880.46501_m2	+1	4400	4550	150	0.97333333	0.02666667	0
SRR27862880.102001_m2	+1	4404	4554	150	1.00000000	0.00000000	0
SRR27862880.148501_m2	+1	4405	4556	151	1.00000000	0.00000000	0
SRR27862880.222001_m1	-1	4424	4575	151	1.00000000	0.00000000	0
SRR27862880.160501_m2	-1	4434	4584	150	1.00000000	0.00000000	0
SRR27862880.42001_m2	-1	4447	4598	151	1.00000000	0.00000000	0
SRR27862880.91001_m2	+1	4447	4598	151	1.00000000	0.00000000	0
SRR27862880.186501_m2	+1	4450	4601	151	1.00000000	0.00000000	0
SRR27862880.211501_m2	+1	4450	4601	151	1.00000000	0.00000000	0
SRR27862880.183501_m2	+1	4452	4602	150	1.00000000	0.00000000	0
SRR27862880.168501_m1	-1	4453	4604	151	1.00000000	0.00000000	0
SRR27862880.70001_m1	-1	4455	4606	151	1.00000000	0.00000000	0
SRR27862880.205501_m2	-1	4462	4613	151	1.00000000	0.00000000	0
SRR27862880.52501_m2	-1	4464	4615	151	0.99337748	0.00662252	0
SRR27862880.223501_m2	+1	4465	4615	150	1.00000000	0.00000000	0
SRR27862880.180501_m2	-1	4474	4624	150	1.00000000	0.00000000	0
SRR27862880.128001_m1	+1	4477	4628	151	1.00000000	0.00000000	0
SRR27862880.501_m1	-1	4479	4629	150	1.00000000	0.00000000	0
SRR27862880.248001_m1	+1	4480	4631	151	1.00000000	0.00000000	0
SRR27862880.235501_m2	+1	4481	4631	150	1.00000000	0.00000000	0
SRR27862880.117501_m1	+1	4482	4632	150	0.99333333	0.00666667	0
SRR27862880.210501_m2	+1	4485	4636	151	1.00000000	0.00000000	0
SRR27862880.22001_m2	+1	4487	4638	151	1.00000000	0.00000000	0
SRR27862880.148501_m1	-1	4488	4639	151	1.00000000	0.00000000	0
SRR27862880.102501_m2	-1	4492	4642	150	1.00000000	0.00000000	0
SRR27862880.37501_m1	-1	4504	4655	151	1.00000000	0.00000000	0
SRR27862880.174001_m1	+1	4517	4667	150	1.00000000	0.00000000	0
SRR27862880.121501_m1	-1	4522	4672	150	1.00000000	0.00000000	0
SRR27862880.159001_m1	+1	4527	4678	151	0.98013245	0.01986755	0
SRR27862880.242501_m1	+1	4539	4690	151	0.99337748	0.00662252	0
SRR27862880.93501_m1	-1	4541	4692	151	1.00000000	0.00000000	0
SRR27862880.65001_m2	-1	4543	4693	150	1.00000000	0.00000000	0
SRR27862880.13001_m2	-1	4545	4695	150	1.00000000	0.00000000	0
SRR27862880.144501_m1	+1	4556	4707	151	1.00000000	0.00000000	0
SRR27862880.10501_m2	+1	4557	4707	150	1.00000000	0.00000000	0
SRR27862880.224001_m2	-1	4560	4711	151	1.00000000	0.00000000	0
SRR27862880.156501_m2	-1	4562	4713	151	1.00000000	0.00000000	0
SRR27862880.243001_m1	-1	4562	4712	150	1.00000000	0.00000000	0
SRR27862880.93001_m2	-1	4580	4730	150	1.00000000	0.00000000	0
SRR27862880.101001_m1	+1	4583	4734	151	1.00000000	0.00000000	0
SRR27862880.90501_m2	-1	4591	4742	151	1.00000000	0.00000000	0
SRR27862880.75001_m1	+1	4593	4743	150	1.00000000	0.00000000	0
SRR27862880.163001_m1	-1	4598	4747	149	1.00000000	0.00000000	0
SRR27862880.26501_m2	+1	4600	4750	150	1.00000000	0.00000000	0
SRR27862880.102001_m1	-1	4626	4777	151	1.00000000	0.00000000	0
SRR27862880.116501_m2	+1	4626	4777	151	1.00000000	0.00000000	0
SRR27862880.204501_m1	+1	4631	4782	151	1.00000000	0.00000000	0
SRR27862880.129001_m2	+1	4638	4789	151	1.00000000	0.00000000	0
SRR27862880.186501_m1	-1	4643	4794	151	1.00000000	0.00000000	0
SRR27862880.211501_m1	-1	4655	4806	151	1.00000000	0.00000000	0
SRR27862880.46501_m1	-1	4661	4811	150	0.98666667	0.01333333	0
SRR27862880.91001_m1	-1	4661	4811	150	1.00000000	0.00000000	0
SRR27862880.44001_m2	+1	4663	4814	151	1.00000000	0.00000000	0
SRR27862880.210501_m1	-1	4664	4815	151	1.00000000	0.00000000	0
SRR27862880.128001_m2	-1	4667	4817	150	1.00000000	0.00000000	0
SRR27862880.75501_m2	+1	4668	4819	151	1.00000000	0.00000000	0
SRR27862880.178501_m2	+1	4678	4827	149	1.00000000	0.00000000	0
SRR27862880.117501_m2	-1	4679	4830	151	1.00000000	0.00000000	0
SRR27862880.189501_m1	+1	4679	4830	151	1.00000000	0.00000000	0
SRR27862880.78501_m2	+1	4688	4839	151	1.00000000	0.00000000	0
SRR27862880.111501_m1	+1	4689	4840	151	1.00000000	0.00000000	0
SRR27862880.140501_m2	+1	4690	4841	151	1.00000000	0.00000000	0
SRR27862880.183501_m1	-1	4697	4848	151	1.00000000	0.00000000	0
SRR27862880.248001_m2	-1	4701	4852	151	1.00000000	0.00000000	0
SRR27862880.223501_m1	-1	4708	4859	151	1.00000000	0.00000000	0
SRR27862880.235501_m1	-1	4712	4863	151	1.00000000	0.00000000	0
SRR27862880.22001_m1	-1	4716	4865	149	1.00000000	0.00000000	0
SRR27862880.159001_m2	-1	4722	4873	151	1.00000000	0.00000000	0
SRR27862880.88501_m1	+1	4723	4874	151	1.00000000	0.00000000	0
SRR27862880.242501_m2	-1	4739	4890	151	1.00000000	0.00000000	0
SRR27862880.192001_m1	+1	4741	4892	151	1.00000000	0.00000000	0
SRR27862880.57001_m1	+1	4743	4894	151	1.00000000	0.00000000	0
SRR27862880.60501_m2	+1	4748	4898	150	1.00000000	0.00000000	0
SRR27862880.158001_m2	+1	4753	4903	150	1.00000000	0.00000000	0
SRR27862880.174001_m2	-1	4757	4908	151	1.00000000	0.00000000	0
SRR27862880.145001_m1	+1	4766	4917	151	1.00000000	0.00000000	0
SRR27862880.30501_m2	+1	4767	4917	150	1.00000000	0.00000000	0
SRR27862880.185501_m1	+1	4770	4920	150	1.00000000	0.00000000	0
SRR27862880.113501_m2	+1	4776	4927	151	1.00000000	0.00000000	0
SRR27862880.144501_m2	-1	4777	4928	151	1.00000000	0.00000000	0
SRR27862880.10501_m1	-1	4780	4931	151	1.00000000	0.00000000	0
SRR27862880.101001_m2	-1	4784	4933	149	1.00000000	0.00000000	0
SRR27862880.181501_m2	+1	4795	4945	150	1.00000000	0.00000000	0
SRR27862880.211001_m2	+1	4813	4963	150	1.00000000	0.00000000	0
SRR27862880.113501_m1	-1	4817	4968	151	1.00000000	0.00000000	0
SRR27862880.116501_m1	-1	4834	4985	151	1.00000000	0.00000000	0
SRR27862880.75001_m2	-1	4834	4985	151	1.00000000	0.00000000	0
SRR27862880.44001_m1	-1	4837	4988	151	1.00000000	0.00000000	0
SRR27862880.129001_m1	-1	4839	4990	151	1.00000000	0.00000000	0
SRR27862880.150501_m2	+1	4839	4991	152	0.99342105	0.00657895	0
SRR27862880.25501_m1	+1	4839	4987	148	1.00000000	0.00000000	0
SRR27862880.25501_m2	-1	4839	4987	148	1.00000000	0.00000000	0
SRR27862880.26501_m1	-1	4844	4995	151	1.00000000	0.00000000	0
SRR27862880.32501_m1	+1	4844	4995	151	1.00000000	0.00000000	0
SRR27862880.219501_m1	+1	4852	5003	151	1.00000000	0.00000000	0
SRR27862880.141001_m1	+1	4861	5012	151	1.00000000	0.00000000	0
SRR27862880.204501_m2	-1	4863	5012	149	1.00000000	0.00000000	0
SRR27862880.75501_m1	-1	4864	5015	151	1.00000000	0.00000000	0
SRR27862880.182001_m2	+1	4866	5016	150	1.00000000	0.00000000	0
SRR27862880.237501_m2	+1	4869	5019	150	1.00000000	0.00000000	0
SRR27862880.143501_m2	+1	4870	5021	151	1.00000000	0.00000000	0
SRR27862880.130501_m1	+1	4883	5034	151	1.00000000	0.00000000	0
SRR27862880.140501_m1	-1	4883	5033	150	1.00000000	0.00000000	0
SRR27862880.138501_m2	+1	4888	5035	147	0.99319728	0.00680272	0
SRR27862880.178501_m1	-1	4889	5040	151	1.00000000	0.00000000	0
SRR27862880.179001_m1	+1	4891	5042	151	1.00000000	0.00000000	0
SRR27862880.187001_m1	+1	4901	5052	151	1.00000000	0.00000000	0
SRR27862880.177501_m2	+1	4908	5058	150	0.99333333	0.00666667	0
SRR27862880.230001_m1	+1	4911	5062	151	1.00000000	0.00000000	0
SRR27862880.173501_m2	+1	4912	5062	150	1.00000000	0.00000000	0
SRR27862880.111501_m2	-1	4915	5064	149	1.00000000	0.00000000	0
SRR27862880.189501_m2	-1	4915	5063	148	1.00000000	0.00000000	0
SRR27862880.9001_m1	+1	4946	5096	150	1.00000000	0.00000000	0
SRR27862880.158001_m1	-1	4947	5098	151	1.00000000	0.00000000	0
SRR27862880.88501_m2	-1	4947	5097	150	1.00000000	0.00000000	0
SRR27862880.60501_m1	-1	4949	5100	151	0.99337748	0.00662252	0
SRR27862880.78501_m1	-1	4954	5104	150	1.00000000	0.00000000	0
SRR27862880.30501_m1	-1	4956	5107	151	1.00000000	0.00000000	0
SRR27862880.69501_m1	+1	4960	5111	151	1.00000000	0.00000000	0
SRR27862880.207501_m2	+1	4964	5114	150	1.00000000	0.00000000	0
SRR27862880.57001_m2	-1	4967	5118	151	1.00000000	0.00000000	0
SRR27862880.185501_m2	-1	4968	5119	151	1.00000000	0.00000000	0
SRR27862880.109501_m1	+1	4972	5123	151	1.00000000	0.00000000	0
SRR27862880.195501_m2	+1	4972	5122	150	1.00000000	0.00000000	0
SRR27862880.192001_m2	-1	4975	5125	150	1.00000000	0.00000000	0
SRR27862880.134501_m2	+1	4978	5126	148	1.00000000	0.00000000	0
SRR27862880.181501_m1	-1	4982	5131	149	1.00000000	0.00000000	0
SRR27862880.145501_m1	+1	4985	5135	150	1.00000000	0.00000000	0
SRR27862880.159501_m1	+1	5006	5156	150	1.00000000	0.00000000	0
SRR27862880.164501_m2	+1	5007	5157	150	1.00000000	0.00000000	0
SRR27862880.145001_m2	-1	5016	5167	151	1.00000000	0.00000000	0
SRR27862880.81001_m2	+1	5017	5167	150	1.00000000	0.00000000	0
SRR27862880.171001_m2	+1	5018	5168	150	1.00000000	0.00000000	0
SRR27862880.40501_m1	+1	5018	5168	150	1.00000000	0.00000000	0
SRR27862880.179001_m2	-1	5024	5174	150	1.00000000	0.00000000	0
SRR27862880.150001_m2	+1	5025	5175	150	1.00000000	0.00000000	0
SRR27862880.211001_m1	-1	5034	5185	151	1.00000000	0.00000000	0
SRR27862880.150501_m1	-1	5062	5213	151	1.00000000	0.00000000	0
SRR27862880.67001_m1	+1	5075	5225	150	1.00000000	0.00000000	0
SRR27862880.182001_m1	-1	5079	5230	151	1.00000000	0.00000000	0
SRR27862880.130501_m2	-1	5081	5231	150	0.99333333	0.00666667	0
SRR27862880.143501_m1	-1	5085	5234	149	1.00000000	0.00000000	0
SRR27862880.219501_m2	-1	5085	5235	150	0.99333333	0.00666667	0
SRR27862880.249001_m1	+1	5093	5244	151	1.00000000	0.00000000	0
SRR27862880.81001_m1	-1	5095	5246	151	1.00000000	0.00000000	0
SRR27862880.141001_m2	-1	5096	5247	151	1.00000000	0.00000000	0
SRR27862880.121001_m1	+1	5100	5250	150	1.00000000	0.00000000	0
SRR27862880.237501_m1	-1	5107	5258	151	1.00000000	0.00000000	0
SRR27862880.32501_m2	-1	5107	5257	150	1.00000000	0.00000000	0
SRR27862880.230001_m2	-1	5109	5258	149	1.00000000	0.00000000	0
SRR27862880.218501_m1	+1	5114	5260	146	0.93150685	0.06849315	0
SRR27862880.138501_m1	-1	5119	5270	151	1.00000000	0.00000000	0
SRR27862880.173501_m1	-1	5122	5272	150	1.00000000	0.00000000	0
SRR27862880.177501_m1	-1	5127	5278	151	1.00000000	0.00000000	0
SRR27862880.35001_m1	+1	5131	5282	151	1.00000000	0.00000000	0
SRR27862880.187001_m2	-1	5141	5291	150	1.00000000	0.00000000	0
SRR27862880.81501_m2	+1	5154	5303	149	1.00000000	0.00000000	0
SRR27862880.69501_m2	-1	5174	5325	151	1.00000000	0.00000000	0
SRR27862880.182501_m2	+1	5176	5326	150	1.00000000	0.00000000	0
SRR27862880.145501_m2	-1	5179	5327	148	1.00000000	0.00000000	0
SRR27862880.151001_m2	+1	5184	5335	151	1.00000000	0.00000000	0
SRR27862880.109501_m2	-1	5187	5338	151	1.00000000	0.00000000	0
SRR27862880.107001_m1	+1	5193	5344	151	1.00000000	0.00000000	0
SRR27862880.20001_m1	+1	5196	5347	151	1.00000000	0.00000000	0
SRR27862880.9001_m2	-1	5206	5355	149	1.00000000	0.00000000	0
SRR27862880.134501_m1	-1	5209	5360	151	1.00000000	0.00000000	0
SRR27862880.122501_m2	+1	5216	5366	150	1.00000000	0.00000000	0
SRR27862880.164501_m1	-1	5218	5369	151	1.00000000	0.00000000	0
SRR27862880.150001_m1	-1	5219	5370	151	1.00000000	0.00000000	0
SRR27862880.195501_m1	-1	5221	5372	151	1.00000000	0.00000000	0
SRR27862880.207501_m1	-1	5221	5372	151	1.00000000	0.00000000	0
SRR27862880.159501_m2	-1	5222	5371	149	1.00000000	0.00000000	0
SRR27862880.181001_m1	+1	5222	5373	151	1.00000000	0.00000000	0
SRR27862880.122001_m1	+1	5230	5381	151	1.00000000	0.00000000	0
SRR27862880.153001_m1	+1	5234	5385	151	1.00000000	0.00000000	0
SRR27862880.183001_m1	+1	5238	5387	149	1.00000000	0.00000000	1
SRR27862880.131001_m1	+1	5247	5398	151	1.00000000	0.00000000	60
SRR27862880.171001_m1	-1	5247	5398	151	1.00000000	0.00000000	60
SRR27862880.40501_m2	-1	5250	5400	150	0.99333333	0.00666667	60
SRR27862880.77501_m1	+1	5260	5409	149	1.00000000	0.00000000	60
SRR27862880.122501_m1	-1	5290	5440	150	1.00000000	0.00000000	60
SRR27862880.67001_m2	-1	5294	5444	150	0.98666667	0.01333333	60
SRR27862880.194001_m1	+1	5297	5447	150	1.00000000	0.00000000	60
SRR27862880.126001_m1	+1	5300	5451	151	0.98675497	0.01324503	60
SRR27862880.184501_m1	+1	5300	5451	151	1.00000000	0.00000000	60
SRR27862880.3001_m1	+1	5308	5459	151	1.00000000	0.00000000	60
SRR27862880.221501_m1	+1	5319	5470	151	1.00000000	0.00000000	60
SRR27862880.121001_m2	-1	5326	5475	149	1.00000000	0.00000000	60
SRR27862880.233501_m2	+1	5326	5477	151	1.00000000	0.00000000	60
SRR27862880.104501_m1	+1	5328	5479	151	1.00000000	0.00000000	60
SRR27862880.35001_m2	-1	5335	5482	147	1.00000000	0.00000000	60
SRR27862880.130001_m1	+1	5342	5492	150	1.00000000	0.00000000	60
SRR27862880.130001_m2	-1	5345	5495	150	1.00000000	0.00000000	60
SRR27862880.85001_m2	+1	5346	5497	151	1.00000000	0.00000000	60
SRR27862880.184501_m2	-1	5356	5507	151	1.00000000	0.00000000	51
SRR27862880.81501_m1	-1	5356	5507	151	1.00000000	0.00000000	51
SRR27862880.138001_m2	+1	5368	5518	150	1.00000000	0.00000000	60
SRR27862880.6001_m2	+1	5369	5520	151	1.00000000	0.00000000	60
SRR27862880.19501_m1	+1	5379	5530	151	1.00000000	0.00000000	35
SRR27862880.183001_m2	-1	5385	5536	151	1.00000000	0.00000000	1
